id,accumulate_type,petbase_field,field_match_type,petbase_field_param,petbase_need_persent,pool_id,bonus_type,bonus_param,weight,weight_season_badge,is_rare,enabletime,disabletime
100154,,unit_type,3,3,8000,115001,1,115498,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100157,,unit_type,3,3,8000,115001,1,115501,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100159,,unit_type,3,3,8000,115001,1,115503,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100161,,unit_type,3,3,8000,115001,1,115504,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100164,,unit_type,3,3,8000,115001,1,115506,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100167,,unit_type,3,3,8000,115001,1,115508,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100170,S1_SKILLDAM_GRASS,unit_type,3,3,8000,115001,1,115510,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100173,,unit_type,3,3,8000,115001,1,115512,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100174,,unit_type,3,3,8000,115001,1,115515,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100177,,unit_type,3,4,8000,115001,1,115428,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100179,,unit_type,3,4,8000,115001,1,115431,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100181,,unit_type,3,4,8000,115001,1,115434,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100184,,unit_type,3,4,8000,115001,1,115435,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100187,,unit_type,3,4,8000,115001,1,115438,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100189,,unit_type,3,4,8000,115001,1,115440,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100192,,unit_type,3,4,8000,115001,1,115442,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100195,,unit_type,3,4,8000,115001,1,115445,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100203,,unit_type,3,4,8000,115001,1,115448,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100205,,unit_type,3,4,8000,115001,1,115451,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100206,,unit_type,3,4,8000,115001,1,115454,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100208,,unit_type,3,4,8000,115001,1,115455,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100210,,unit_type,3,4,8000,115001,1,115458,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100212,,unit_type,3,4,8000,115001,1,115460,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100214,S1_SKILLDAM_FIRE,unit_type,3,4,8000,115001,1,115462,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100217,,unit_type,3,4,8000,115001,1,115465,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100220,,unit_type,3,4,8000,115001,1,115468,3200,,,,
100222,,unit_type,3,4,8000,115001,1,115473,3200,,,,
100223,,unit_type,3,4,8000,115001,1,115484,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100225,,unit_type,3,4,8000,115001,1,115486,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100227,,unit_type,3,4,8000,115001,1,115487,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100229,,unit_type,3,4,8000,115001,1,115489,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100231,,unit_type,3,4,8000,115001,1,115491,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100234,,unit_type,3,4,8000,115001,1,115493,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100237,,unit_type,3,4,8000,115001,1,115495,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100239,,unit_type,3,4,8000,115001,1,115498,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100242,,unit_type,3,4,8000,115001,1,115501,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100243,,unit_type,3,4,8000,115001,1,115503,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100246,,unit_type,3,4,8000,115001,1,115504,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100248,,unit_type,3,4,8000,115001,1,115506,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100249,,unit_type,3,4,8000,115001,1,115508,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100251,S1_SKILLDAM_FIRE,unit_type,3,4,8000,115001,1,115510,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100254,,unit_type,3,4,8000,115001,1,115512,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100255,S1_SKILLDAM_FIRE,unit_type,3,4,8000,115001,1,115515,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100258,,unit_type,3,5,8000,115001,1,115428,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100260,,unit_type,3,5,8000,115001,1,115431,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100262,,unit_type,3,5,8000,115001,1,115434,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100263,,unit_type,3,5,8000,115001,1,115435,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100265,,unit_type,3,5,8000,115001,1,115438,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100268,,unit_type,3,5,8000,115001,1,115440,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100271,,unit_type,3,5,8000,115001,1,115442,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100272,,unit_type,3,5,8000,115001,1,115445,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100275,,unit_type,3,5,8000,115001,1,115448,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100277,,unit_type,3,5,8000,115001,1,115451,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100279,,unit_type,3,5,8000,115001,1,115454,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100282,,unit_type,3,5,8000,115001,1,115455,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100285,,unit_type,3,5,8000,115001,1,115458,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100288,,unit_type,3,5,8000,115001,1,115460,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100291,,unit_type,3,5,8000,115001,1,115462,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100292,,unit_type,3,5,8000,115001,1,115465,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100295,,unit_type,3,5,8000,115001,1,115468,3200,,,,
100297,,unit_type,3,5,8000,115001,1,115473,3200,,,,
100299,,unit_type,3,5,8000,115001,1,115484,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100302,,unit_type,3,5,8000,115001,1,115486,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100305,,unit_type,3,5,8000,115001,1,115487,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100307,,unit_type,3,5,8000,115001,1,115489,21360,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100310,,unit_type,3,5,8000,115001,1,115491,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100313,,unit_type,3,5,8000,115001,1,115493,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100321,,unit_type,3,5,8000,115001,1,115495,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100323,,unit_type,3,5,8000,115001,1,115498,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100324,,unit_type,3,5,8000,115001,1,115501,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100326,,unit_type,3,5,8000,115001,1,115503,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100328,,unit_type,3,5,8000,115001,1,115504,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100330,S1_SKILLDAM_WATER,unit_type,3,5,8000,115001,1,115506,240,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100332,,unit_type,3,5,8000,115001,1,115508,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100335,,unit_type,3,5,8000,115001,1,115510,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100338,,unit_type,3,5,8000,115001,1,115512,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100340,,unit_type,3,5,8000,115001,1,115515,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100341,,unit_type,3,6,8000,115001,1,115428,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100343,,unit_type,3,6,8000,115001,1,115431,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100345,,unit_type,3,6,8000,115001,1,115434,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100347,,unit_type,3,6,8000,115001,1,115435,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100349,,unit_type,3,6,8000,115001,1,115438,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100352,,unit_type,3,6,8000,115001,1,115440,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100355,,unit_type,3,6,8000,115001,1,115442,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100357,,unit_type,3,6,8000,115001,1,115445,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100360,,unit_type,3,6,8000,115001,1,115448,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100361,,unit_type,3,6,8000,115001,1,115451,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100364,,unit_type,3,6,8000,115001,1,115454,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100366,,unit_type,3,6,8000,115001,1,115455,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100367,,unit_type,3,6,8000,115001,1,115458,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100369,,unit_type,3,6,8000,115001,1,115460,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100372,,unit_type,3,6,8000,115001,1,115462,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100373,,unit_type,3,6,8000,115001,1,115465,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100376,,unit_type,3,6,8000,115001,1,115468,3200,,,,
100378,,unit_type,3,6,8000,115001,1,115473,3200,,,,
100380,,unit_type,3,6,8000,115001,1,115484,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100381,,unit_type,3,6,8000,115001,1,115486,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100383,,unit_type,3,6,8000,115001,1,115487,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100386,,unit_type,3,6,8000,115001,1,115489,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100389,,unit_type,3,6,8000,115001,1,115491,21360,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100390,,unit_type,3,6,8000,115001,1,115493,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100393,,unit_type,3,6,8000,115001,1,115495,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100395,,unit_type,3,6,8000,115001,1,115498,475,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100397,,unit_type,3,6,8000,115001,1,115501,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100400,,unit_type,3,6,8000,115001,1,115503,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100403,,unit_type,3,6,8000,115001,1,115504,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100406,,unit_type,3,6,8000,115001,1,115506,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100409,S1_SKILLDAM_LIGHT,unit_type,3,6,8000,115001,1,115508,240,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100410,,unit_type,3,6,8000,115001,1,115510,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100413,,unit_type,3,6,8000,115001,1,115512,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100415,,unit_type,3,6,8000,115001,1,115515,5,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100417,,unit_type,3,9,8000,115001,1,115428,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100420,,unit_type,3,9,8000,115001,1,115431,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100423,,unit_type,3,9,8000,115001,1,115434,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100425,,unit_type,3,9,8000,115001,1,115435,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100428,,unit_type,3,9,8000,115001,1,115438,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100431,,unit_type,3,9,8000,115001,1,115440,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100439,,unit_type,3,9,8000,115001,1,115442,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100441,,unit_type,3,9,8000,115001,1,115445,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100442,S1_SKILLDAM_ICE,unit_type,3,9,8000,115001,1,115448,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100444,,unit_type,3,9,8000,115001,1,115451,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100446,,unit_type,3,9,8000,115001,1,115454,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100448,,unit_type,3,9,8000,115001,1,115455,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100450,S1_SKILLDAM_ICE,unit_type,3,9,8000,115001,1,115458,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100453,,unit_type,3,9,8000,115001,1,115460,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100456,,unit_type,3,9,8000,115001,1,115462,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100458,,unit_type,3,9,8000,115001,1,115465,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100459,,unit_type,3,9,8000,115001,1,115468,3200,,,,
100461,,unit_type,3,9,8000,115001,1,115473,3200,,,,
100463,,unit_type,3,9,8000,115001,1,115484,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100465,,unit_type,3,9,8000,115001,1,115486,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100467,,unit_type,3,9,8000,115001,1,115487,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100470,,unit_type,3,9,8000,115001,1,115489,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100473,,unit_type,3,9,8000,115001,1,115491,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100475,,unit_type,3,9,8000,115001,1,115493,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100478,,unit_type,3,9,8000,115001,1,115495,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100479,,unit_type,3,9,8000,115001,1,115498,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100482,,unit_type,3,9,8000,115001,1,115501,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100484,S1_SKILLDAM_ICE,unit_type,3,9,8000,115001,1,115503,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100485,,unit_type,3,9,8000,115001,1,115504,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100487,,unit_type,3,9,8000,115001,1,115506,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100490,,unit_type,3,9,8000,115001,1,115508,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100491,,unit_type,3,9,8000,115001,1,115510,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100494,,unit_type,3,9,8000,115001,1,115512,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100496,,unit_type,3,9,8000,115001,1,115515,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100498,,unit_type,3,11,8000,115001,1,115428,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100499,,unit_type,3,11,8000,115001,1,115431,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100501,,unit_type,3,11,8000,115001,1,115434,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100504,,unit_type,3,11,8000,115001,1,115435,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100507,,unit_type,3,11,8000,115001,1,115438,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100508,,unit_type,3,11,8000,115001,1,115440,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100511,,unit_type,3,11,8000,115001,1,115442,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100513,,unit_type,3,11,8000,115001,1,115445,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100515,,unit_type,3,11,8000,115001,1,115448,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100518,,unit_type,3,11,8000,115001,1,115451,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100521,,unit_type,3,11,8000,115001,1,115454,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100524,,unit_type,3,11,8000,115001,1,115455,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100527,,unit_type,3,11,8000,115001,1,115458,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100528,S1_SKILLDAM_ELECTRIC,unit_type,3,11,8000,115001,1,115460,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100531,,unit_type,3,11,8000,115001,1,115462,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100533,,unit_type,3,11,8000,115001,1,115465,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100535,,unit_type,3,11,8000,115001,1,115468,3200,,,,
100538,,unit_type,3,11,8000,115001,1,115473,3200,,,,
100541,,unit_type,3,11,8000,115001,1,115484,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100543,,unit_type,3,11,8000,115001,1,115486,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100546,,unit_type,3,11,8000,115001,1,115487,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100549,,unit_type,3,11,8000,115001,1,115489,7120,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100557,,unit_type,3,11,8000,115001,1,115491,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100559,,unit_type,3,11,8000,115001,1,115493,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100560,,unit_type,3,11,8000,115001,1,115495,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100562,,unit_type,3,11,8000,115001,1,115498,548,,,2025-09-01 04:00:00,2026-05-21 03:59:59
100564,,unit_type,3,11,8000,115001,1,115501,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100566,,unit_type,3,11,8000,115001,1,115503,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100568,S1_SKILLDAM_ELECTRIC,unit_type,3,11,8000,115001,1,115504,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100571,S1_SKILLDAM_ELECTRIC,unit_type,3,11,8000,115001,1,115506,80,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
100574,,unit_type,3,11,8000,115001,1,115508,6,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
